feature	percentage_gene_gc_content	gene_biotype	start_position	end_position	hgnc_id	hgnc_symbol	length
ENSG00000106462	39.19	protein_coding	148807257	148884321	HGNC:3527	EZH2	77064
ENSG00000106477	39.96	protein_coding	130393771	130442433	HGNC:12370	CEP41	48662
ENSG00000106479	48.91	protein_coding	149838375	149867479	HGNC:34519	ZNF862	29104
ENSG00000106484	44.95	protein_coding	130486171	130506465	HGNC:7028	MEST	20294
ENSG00000106524	38.01	protein_coding	16599779	16645817	HGNC:25370	ANKMY2	46038
ENSG00000106526	43.31	protein_coding	150243916	150323725	HGNC:37282	ACTR3C	79809
ENSG00000106537	39.01	protein_coding	16753755	16784536	HGNC:21643	TSPAN13	30781
ENSG00000106546	36.63	protein_coding	16916359	17346152	HGNC:348	AHR	429793
ENSG00000106554	39.02	protein_coding	132784870	133082090	HGNC:21906	CHCHD3	297220
ENSG00000106560	44.17	protein_coding	150685697	150693641	HGNC:21789	GIMAP2	7944
ENSG00000106603	40.39	protein_coding	43608456	43729717	HGNC:21868	COA1	121261
ENSG00000106605	44.31	protein_coding	43758680	43807342	HGNC:1062	BLVRA	48662
ENSG00000106608	45.69	protein_coding	43875894	43926411	HGNC:30890	URGCP	50517
ENSG00000106609	44.8	protein_coding	66921225	66958551	HGNC:25476	TMEM248	37326
ENSG00000106610	46.31	transcribed_unprocessed_pseudogene	67305987	67309715	HGNC:33887	STAG3L4	3728
ENSG00000106615	42	protein_coding	151466012	151520120	HGNC:10011	RHEB	54108
ENSG00000106617	48.92	protein_coding	151556124	151877214	HGNC:9386	PRKAG2	321090
ENSG00000106628	55.25	protein_coding	44114631	44124358	HGNC:9176	POLD2	9727
ENSG00000106635	48.7	protein_coding	73536356	73557690	HGNC:1005	BCL7B	21334
ENSG00000106636	48.13	protein_coding	44200959	44214294	HGNC:16959	YKT6	13335
ENSG00000106638	52.18	protein_coding	73567537	73578791	HGNC:11586	TBL2	11254
ENSG00000106665	52.07	protein_coding	74289407	74405935	HGNC:2586	CLIP2	116528
ENSG00000106682	45.4	protein_coding	74174231	74197122	HGNC:12741	EIF4H	22891
ENSG00000106683	54.59	protein_coding	74082933	74122525	HGNC:6613	LIMK1	39592
ENSG00000106692	37.95	protein_coding	105558122	105653820	HGNC:3622	FKTN	95698
ENSG00000106701	37.37	protein_coding	105447796	105552433	HGNC:13753	FSD1L	104637
ENSG00000106714	38.09	protein_coding	39064710	39288315	HGNC:13834	CNTNAP3	223605
ENSG00000106723	41.25	protein_coding	88388430	88478694	HGNC:11243	SPIN1	90264
ENSG00000106733	40.5	protein_coding	75060573	75088217	HGNC:26057	NMRK1	27644
ENSG00000106771	39.52	protein_coding	109015135	109119947	HGNC:1363	TMEM245	104812
ENSG00000106780	38.18	protein_coding	120600811	120714470	HGNC:3234	MEGF9	113659
ENSG00000106785	46.68	protein_coding	98069275	98119222	HGNC:16283	TRIM14	49947
ENSG00000106789	49.15	protein_coding	98120975	98192637	HGNC:2255	CORO2A	71662
ENSG00000106799	39.03	protein_coding	99104038	99154192	HGNC:11772	TGFBR1	50154
ENSG00000106803	42.24	protein_coding	99222064	99230615	HGNC:16993	SEC61B	8551
ENSG00000106804	39.35	protein_coding	120932987	121075195	HGNC:1331	C5	142208
ENSG00000106829	39.28	protein_coding	79571773	79726882	HGNC:11840	TLE4	155109
ENSG00000106852	54.23	protein_coding	122202577	122229626	HGNC:21735	LHX6	27049
ENSG00000106868	42.75	protein_coding	112040783	112175297	HGNC:25413	SUSD1	134514
ENSG00000106948	50.65	protein_coding	114334156	114394405	HGNC:24108	AKNA	60249
ENSG00000106976	54.26	protein_coding	128191655	128255248	HGNC:2972	DNM1	63593
ENSG00000106991	53.23	protein_coding	127811130	127854773	HGNC:3349	ENG	43643
ENSG00000106992	60.13	protein_coding	127866486	127877675	HGNC:361	AK1	11189
ENSG00000106993	36.8	protein_coding	4679559	4708399	HGNC:17179	CDC37L1	28840
ENSG00000107021	52.05	protein_coding	128787253	128810430	HGNC:25571	TBC1D13	23177
ENSG00000107036	37.47	protein_coding	5629025	5776557	HGNC:17686	RIC1	147532
ENSG00000107077	40.37	protein_coding	6720863	7175648	HGNC:17071	KDM4C	454785
ENSG00000107099	41.5	protein_coding	214854	465259	HGNC:19191	DOCK8	250405
ENSG00000107104	42.03	protein_coding	470291	746105	HGNC:19309	KANK1	275814
ENSG00000107130	54.78	protein_coding	130172404	130237303	HGNC:3953	NCS1	64899
ENSG00000107140	59.33	protein_coding	35605262	35610041	HGNC:11731	TESK1	4779
ENSG00000107164	47.12	protein_coding	130578965	130638352	HGNC:4005	FUBP3	59387
ENSG00000107175	48.05	protein_coding	35732598	35736999	HGNC:2347	CREB3	4401
ENSG00000107185	52.56	protein_coding	35749287	35758585	HGNC:21965	RGP1	9298
ENSG00000107201	39.62	protein_coding	32455302	32526348	HGNC:19102	RIGI	71046
ENSG00000107223	57.83	protein_coding	136862119	136866308	HGNC:3164	EDF1	4189
ENSG00000107262	46.54	protein_coding	33247820	33264720	HGNC:937	BAG1	16900
ENSG00000107263	48.49	protein_coding	131576770	131740076	HGNC:4568	RAPGEF1	163306
ENSG00000107282	41.45	protein_coding	69427532	69672371	HGNC:578	APBA1	244839
ENSG00000107290	41	protein_coding	132261356	132354986	HGNC:445	SETX	93630
ENSG00000107331	66.66	protein_coding	137007234	137028915	HGNC:32	ABCA2	21681
ENSG00000107338	51	protein_coding	37915898	38069227	HGNC:10838	SHB	153329
ENSG00000107341	42.25	protein_coding	33817160	33920399	HGNC:19907	UBE2R2	103239
ENSG00000107362	38.14	protein_coding	71862452	71911193	HGNC:24278	ABHD17B	48741
ENSG00000107371	40.9	protein_coding	37759234	37832117	HGNC:17944	EXOSC3	72883
ENSG00000107372	39.89	protein_coding	72351413	72365235	HGNC:13008	ZFAND5	13822
ENSG00000107404	66.32	protein_coding	1335276	1349418	HGNC:3084	DVL1	14142
ENSG00000107438	43.73	protein_coding	95237572	95291012	HGNC:2067	PDLIM1	53440
ENSG00000107443	39.76	protein_coding	96043394	96060870	HGNC:23434	CCNJ	17476
ENSG00000107521	49.86	protein_coding	98410939	98446963	HGNC:5163	HPS1	36024
ENSG00000107554	43.71	protein_coding	99875577	100009947	HGNC:30373	DNMBP	134370
ENSG00000107560	35.75	protein_coding	118004916	118046941	HGNC:29152	RAB11FIP2	42025
ENSG00000107566	38.15	protein_coding	100150094	100186033	HGNC:16947	ERLIN1	35939
ENSG00000107581	41.68	protein_coding	119033670	119080817	HGNC:3271	EIF3A	47147
ENSG00000107614	36.91	protein_coding	17137336	17202054	HGNC:2977	TRDMT1	64718
ENSG00000107625	40.32	protein_coding	68901286	68946847	HGNC:17906	DDX50	45561
ENSG00000107643	37.34	protein_coding	48306639	48439360	HGNC:6881	MAPK8	132721
ENSG00000107651	40.11	protein_coding	119892707	119944657	HGNC:17018	SEC23IP	51950
ENSG00000107669	39.73	protein_coding	121709393	121928801	HGNC:782	ATE1	219408
ENSG00000107672	43.85	protein_coding	121957091	121975217	HGNC:25935	NSMCE4A	18126
ENSG00000107679	36.67	protein_coding	122374696	122432354	HGNC:14335	PLEKHA1	57658
ENSG00000107731	54.37	protein_coding	71212570	71302864	HGNC:12568	UNC5B	90294
ENSG00000107738	53.86	protein_coding	71747556	71773520	HGNC:30085	VSIR	25964
ENSG00000107745	40.16	protein_coding	72367340	72626131	HGNC:1530	MICU1	258791
ENSG00000107758	38.91	protein_coding	73436433	73496024	HGNC:9315	PPP3CB	59591
ENSG00000107771	37.56	protein_coding	84328586	84518521	HGNC:29197	CCSER2	189935
ENSG00000107779	40.05	protein_coding	86755786	86932825	HGNC:1076	BMPR1A	177039
ENSG00000107789	38.05	protein_coding	87504875	87553461	HGNC:7102	MINPP1	48586
ENSG00000107815	52.37	protein_coding	100987367	100994403	HGNC:1160	TWNK	7036
ENSG00000107816	60.49	protein_coding	100996618	101007836	HGNC:29381	LZTS2	11218
ENSG00000107819	54.04	protein_coding	101031234	101041241	HGNC:16087	SFXN3	10007
ENSG00000107829	45.8	protein_coding	101610664	101695295	HGNC:10847	FBXW4	84631
ENSG00000107833	57.73	protein_coding	101781325	101783446	HGNC:7931	NPM3	2121
ENSG00000107854	37.54	protein_coding	91798426	91865475	HGNC:15677	TNKS2	67049
ENSG00000107862	43.62	protein_coding	102245371	102382899	HGNC:4181	GBF1	137528
ENSG00000107863	39.03	protein_coding	24583609	24723887	HGNC:23725	ARHGAP21	140278
ENSG00000107864	40.86	protein_coding	92046692	92291078	HGNC:21746	CPEB3	244386
ENSG00000107872	61.93	protein_coding	102419189	102423136	HGNC:28155	FBXL15	3947
ENSG00000107874	52.83	protein_coding	102423245	102432584	HGNC:28352	CUEDC2	9339
ENSG00000107882	47.98	protein_coding	102503972	102633535	HGNC:16466	SUFU	129563
ENSG00000107890	38.75	protein_coding	26973793	27100494	HGNC:29186	ANKRD26	126701
ENSG00000107897	41.24	protein_coding	27168135	27243046	HGNC:23338	ACBD5	74911
ENSG00000107902	53.49	protein_coding	124461823	124617888	HGNC:30042	LHPP	156065
ENSG00000107929	42.73	protein_coding	806933	931821	HGNC:28987	LARP4B	124888
ENSG00000107937	46.88	protein_coding	988434	1019932	HGNC:21535	GTPBP4	31498
ENSG00000107938	39.09	protein_coding	125719515	125764143	HGNC:24640	EDRF1	44628
ENSG00000107949	42.86	protein_coding	125823546	125853695	HGNC:978	BCCIP	30149
ENSG00000107951	43.36	protein_coding	30309801	30374448	HGNC:25532	MTPAP	64647
ENSG00000107957	51.59	protein_coding	103594027	103855584	HGNC:23664	SH3PXD2A	261557
ENSG00000107959	46.17	protein_coding	3137728	3172841	HGNC:17663	PITRM1	35113
ENSG00000107960	43.4	protein_coding	103856806	103918332	HGNC:26200	STN1	61526
ENSG00000107968	42.62	protein_coding	30434021	30461833	HGNC:6860	MAP3K8	27812
ENSG00000108010	42.15	protein_coding	130136391	130184521	HGNC:15987	GLRX3	48130
ENSG00000108021	38.84	protein_coding	5684731	5763779	HGNC:23484	TASOR2	79048
ENSG00000108039	44.62	protein_coding	109864766	109923553	HGNC:12822	XPNPEP1	58787
ENSG00000108055	36.7	protein_coding	110567684	110606048	HGNC:2468	SMC3	38364
ENSG00000108061	35.08	protein_coding	110919367	111017307	HGNC:15454	SHOC2	97940
ENSG00000108064	37.47	protein_coding	58385345	58399220	HGNC:11741	TFAM	13875
ENSG00000108091	40.9	protein_coding	59788747	59906556	HGNC:18782	CCDC6	117809
ENSG00000108094	40.8	protein_coding	35008504	35127006	HGNC:2552	CUL2	118502
ENSG00000108100	43.24	protein_coding	35247025	35572669	HGNC:23354	CCNY	325644
ENSG00000108106	54.64	protein_coding	55399745	55407788	HGNC:17895	UBE2S	8043
ENSG00000108107	52.79	protein_coding	55385932	55403250	HGNC:10330	RPL28	17318
ENSG00000108175	55.32	protein_coding	79068966	79316519	HGNC:16493	ZMIZ1	247553
ENSG00000108179	55.61	protein_coding	79347469	79355334	HGNC:9259	PPIF	7865
ENSG00000108219	49.26	protein_coding	80454265	80533124	HGNC:23303	TSPAN14	78859
ENSG00000108239	38.52	protein_coding	94402541	94536332	HGNC:29082	TBC1D12	133791
ENSG00000108256	41.64	protein_coding	29255839	29294148	HGNC:17634	NUFIP2	38309
ENSG00000108262	60.72	protein_coding	29573475	29594054	HGNC:4272	GIT1	20579
ENSG00000108298	49.65	protein_coding	39200283	39204840	HGNC:10312	RPL19	4557
ENSG00000108306	43.28	protein_coding	39252663	39402523	HGNC:24679	FBXL20	149860
ENSG00000108312	59.52	protein_coding	44205033	44221626	HGNC:12511	UBTF	16593
ENSG00000108344	49.73	protein_coding	39980807	39997959	HGNC:9560	PSMD3	17152
ENSG00000108349	45.51	protein_coding	40140318	40172183	HGNC:17040	CASC3	31865
ENSG00000108352	54.16	protein_coding	40177010	40195656	HGNC:17428	RAPGEFL1	18646
ENSG00000108384	41.71	protein_coding	58692573	58735611	HGNC:9820	RAD51C	43038
ENSG00000108387	51.95	protein_coding	58520250	58544368	HGNC:9165	SEPTIN4	24118
ENSG00000108389	47.85	protein_coding	58489529	58517905	HGNC:7452	MTMR4	28376
ENSG00000108395	39.71	protein_coding	58982638	59106921	HGNC:7523	TRIM37	124283
ENSG00000108406	39.62	protein_coding	59565558	59608345	HGNC:18018	DHX40	42787
ENSG00000108423	45.27	protein_coding	59859426	59892945	HGNC:16811	TUBD1	33519
ENSG00000108424	43.15	protein_coding	47649476	47685505	HGNC:6400	KPNB1	36029
ENSG00000108433	47.31	protein_coding	46923075	46975524	HGNC:4431	GOSR2	52449
ENSG00000108439	50.7	protein_coding	47941506	47949308	HGNC:30260	PNPO	7802
ENSG00000108443	41.68	protein_coding	59893046	59950574	HGNC:10436	RPS6KB1	57528
ENSG00000108465	51.5	protein_coding	47967810	47981781	HGNC:18673	CDK5RAP3	13971
ENSG00000108468	45.92	protein_coding	48070052	48101478	HGNC:1551	CBX1	31426
ENSG00000108469	53.18	protein_coding	75626845	75667189	HGNC:9950	RECQL5	40344
ENSG00000108474	44.78	protein_coding	16217191	16351797	HGNC:8966	PIGL	134606
ENSG00000108479	60.16	protein_coding	75751594	75765236	HGNC:4118	GALK1	13642
ENSG00000108506	39.68	protein_coding	61865367	61928016	HGNC:29241	INTS2	62649
ENSG00000108509	54.01	protein_coding	4967992	4987675	HGNC:18807	CAMTA2	19683
ENSG00000108510	38.73	protein_coding	61942605	62065278	HGNC:22474	MED13	122673
ENSG00000108515	58.22	protein_coding	4948092	4957131	HGNC:3354	ENO3	9039
ENSG00000108518	57.98	protein_coding	4945652	4949061	HGNC:8881	PFN1	3409
ENSG00000108523	52.54	protein_coding	4940008	4945222	HGNC:24544	RNF167	5214
ENSG00000108528	58.89	protein_coding	4937130	4940053	HGNC:10981	SLC25A11	2923
ENSG00000108557	56.45	protein_coding	17681458	17811453	HGNC:9834	RAI1	129995
ENSG00000108559	42.72	protein_coding	5359668	5420164	HGNC:8067	NUP88	60496
ENSG00000108561	46.67	protein_coding	5432777	5448830	HGNC:1243	C1QBP	16053
ENSG00000108578	40.18	protein_coding	30248203	30292056	HGNC:1059	BLMH	43853
ENSG00000108587	39.72	protein_coding	30477362	30527592	HGNC:4430	GOSR1	50230
ENSG00000108588	42.02	protein_coding	63745255	63776351	HGNC:24856	CCDC47	31096
ENSG00000108590	40.22	protein_coding	6643311	6651634	HGNC:24260	MED31	8323
ENSG00000108591	53.56	protein_coding	18087892	18107970	HGNC:3030	DRG2	20078
ENSG00000108592	50.46	protein_coding	63819433	63830012	HGNC:17136	FTSJ3	10579
ENSG00000108599	41.26	protein_coding	19904302	19978343	HGNC:368	AKAP10	74041
ENSG00000108604	55.99	protein_coding	63832081	63843065	HGNC:11107	SMARCD2	10984
ENSG00000108622	46.35	protein_coding	64002594	64020634	HGNC:5345	ICAM2	18040
ENSG00000108639	62.06	protein_coding	78168581	78173527	HGNC:11499	SYNGR2	4946
ENSG00000108641	51.57	protein_coding	19334308	19378193	HGNC:24123	B9D1	43885
ENSG00000108651	44.1	protein_coding	31860904	31901708	HGNC:18279	UTP6	40804
ENSG00000108654	43.85	protein_coding	64498254	64508199	HGNC:2746	DDX5	9945
ENSG00000108666	44.91	protein_coding	32324565	32350023	HGNC:30173	C17orf75	25458
ENSG00000108669	45.26	protein_coding	78674048	78782297	HGNC:9501	CYTH1	108249
ENSG00000108671	43.02	protein_coding	32444379	32483319	HGNC:9556	PSMD11	38940
ENSG00000108679	58.94	protein_coding	78971238	78979947	HGNC:6564	LGALS3BP	8709
ENSG00000108733	42.42	protein_coding	35574795	35578863	HGNC:8854	PEX12	4068
ENSG00000108771	55.53	protein_coding	42101404	42112714	HGNC:29517	DHX58	11310
ENSG00000108773	58.69	protein_coding	42113111	42121367	HGNC:4201	KAT2A	8256
ENSG00000108774	49.38	protein_coding	42124978	42155044	HGNC:9785	RAB5C	30066
ENSG00000108784	56.84	protein_coding	42536241	42544449	HGNC:7632	NAGLU	8208
ENSG00000108788	52.95	protein_coding	42567072	42573239	HGNC:11645	MLX	6167
ENSG00000108797	54.7	protein_coding	42682531	42699993	HGNC:8011	CNTNAP1	17462
ENSG00000108798	54.01	protein_coding	49210411	49223225	HGNC:29859	ABI3	12814
ENSG00000108799	45.44	protein_coding	42700275	42745049	HGNC:3526	EZH1	44774
ENSG00000108819	59.42	protein_coding	50133737	50150677	HGNC:9298	PPP1R9B	16940
ENSG00000108826	47.13	protein_coding	50367857	50373207	HGNC:14483	MRPL27	5350
ENSG00000108828	54.69	protein_coding	43014607	43025123	HGNC:16919	VAT1	10516
ENSG00000108829	47.63	protein_coding	50375059	50397523	HGNC:28817	LRRC59	22464
ENSG00000108840	55.66	protein_coding	44076746	44123702	HGNC:14068	HDAC5	46956
ENSG00000108848	39.65	protein_coding	50719565	50756219	HGNC:24309	LUC7L3	36654
ENSG00000108852	52.29	protein_coding	43875357	43909711	HGNC:7220	MPP2	34354
ENSG00000108854	39.47	protein_coding	64542282	64662307	HGNC:16809	SMURF2	120025
ENSG00000108861	50.9	protein_coding	43766125	43778977	HGNC:3069	DUSP3	12852
ENSG00000108883	46.17	protein_coding	44849948	44899445	HGNC:30858	EFTUD2	49497
ENSG00000108946	41.97	protein_coding	68511780	68551319	HGNC:9388	PRKAR1A	39539
ENSG00000108953	44.73	protein_coding	1344275	1400222	HGNC:12851	YWHAE	55947
ENSG00000108960	40.95	protein_coding	55392622	55421924	HGNC:7153	MMD	29302
ENSG00000108963	56.23	protein_coding	2030137	2043898	HGNC:3003	DPH1	13761
ENSG00000109016	44.22	protein_coding	21123364	21193265	HGNC:24547	DHRS7B	69901
ENSG00000109046	39.73	protein_coding	27294076	27315926	HGNC:19221	WSB1	21850
ENSG00000109062	56.22	protein_coding	74748628	74769353	HGNC:11075	NHERF1	20725
ENSG00000109063	48.63	protein_coding	10628526	10657309	HGNC:7573	MYH3	28783
ENSG00000109065	54.12	protein_coding	74770529	74776367	HGNC:23133	NAT9	5838
ENSG00000109066	54.35	protein_coding	74776499	74839753	HGNC:25984	TMEM104	63254
ENSG00000109079	52.61	protein_coding	28335602	28347009	HGNC:11894	TNFAIP1	11407
ENSG00000109083	47.79	protein_coding	28328325	28335489	HGNC:30989	IFT20	7164
ENSG00000109084	44.22	protein_coding	28319200	28328685	HGNC:28106	TMEM97	9485
ENSG00000109089	53.8	protein_coding	74987632	75005800	HGNC:29999	CDR2L	18168
ENSG00000109103	57.41	protein_coding	28546708	28552631	HGNC:12565	UNC119	5923
ENSG00000109107	55.56	protein_coding	28573115	28576948	HGNC:418	ALDOC	3833
ENSG00000109111	47.99	protein_coding	28662198	28702679	HGNC:11470	SUPT6H	40481
ENSG00000109113	58.35	protein_coding	28714281	28718429	HGNC:16519	RAB34	4148
ENSG00000109118	46.18	protein_coding	28905250	28951771	HGNC:20816	PHF12	46521
ENSG00000109133	35.28	protein_coding	41935129	41960803	HGNC:25541	TMEM33	25674
ENSG00000109171	37.84	protein_coding	48341529	48426201	HGNC:29282	SLAIN2	84672
ENSG00000109180	39.5	protein_coding	48805212	48861817	HGNC:16074	OCIAD1	56605
ENSG00000109184	40.07	protein_coding	51843000	51916837	HGNC:28998	DCUN1D4	73837
ENSG00000109189	41.36	protein_coding	52590960	52659301	HGNC:20075	USP46	68341
ENSG00000109220	36.31	protein_coding	53994803	54064605	HGNC:1935	CHIC2	69802
ENSG00000109255	38.09	protein_coding	55595229	55636698	HGNC:7859	NMU	41469
ENSG00000109270	34.87	protein_coding	99878336	99894428	HGNC:15606	LAMTOR3	16092
ENSG00000109320	37.86	protein_coding	102501330	102617302	HGNC:7794	NFKB1	115972
ENSG00000109323	39.25	protein_coding	102630770	102760994	HGNC:6831	MANBA	130224
ENSG00000109332	38.48	protein_coding	102794383	102868896	HGNC:12476	UBE2D3	74513
ENSG00000109381	39.88	protein_coding	139028112	139177218	HGNC:3317	ELF2	149106
ENSG00000109390	42.39	protein_coding	139266880	139302551	HGNC:7705	NDUFC1	35671
ENSG00000109436	41.17	protein_coding	140620782	140756385	HGNC:21710	TBC1D9	135603
ENSG00000109445	34.91	protein_coding	141220887	141234697	HGNC:15462	ZNF330	13810
ENSG00000109452	36.41	protein_coding	142023160	142847432	HGNC:6075	INPP4B	824272
ENSG00000109458	38.59	protein_coding	143336876	143474565	HGNC:4066	GAB1	137689
ENSG00000109466	38.17	protein_coding	165207561	165323156	HGNC:6353	KLHL2	115595
ENSG00000109475	41.48	protein_coding	108620569	108630484	HGNC:10340	RPL34	9915
ENSG00000109501	57.04	protein_coding	6269849	6303265	HGNC:12762	WFS1	33416
ENSG00000109519	47.28	protein_coding	7058671	7068085	HGNC:19696	GRPEL1	9414
ENSG00000109534	39.37	protein_coding	109815510	109824740	HGNC:14264	GAR1	9230
ENSG00000109536	35.9	protein_coding	189940855	189963202	HGNC:3954	FRG1	22347
ENSG00000109572	37.1	protein_coding	169612633	169723673	HGNC:2021	CLCN3	111040
ENSG00000109586	38.97	protein_coding	173168811	173323967	HGNC:4129	GALNT7	155156
ENSG00000109606	37.26	protein_coding	24517441	24584554	HGNC:2738	DHX15	67113
ENSG00000109618	36.3	protein_coding	25120014	25160550	HGNC:30605	SEPSECS	40536
ENSG00000109667	45.33	protein_coding	9771153	10054936	HGNC:13446	SLC2A9	283783
ENSG00000109670	35.41	protein_coding	152320544	152536092	HGNC:16712	FBXW7	215548
ENSG00000109674	37.32	protein_coding	177309874	177362936	HGNC:24573	NEIL3	53062
ENSG00000109680	36.56	protein_coding	26576437	26756223	HGNC:25624	TBC1D19	179786
ENSG00000109685	47.15	protein_coding	1871393	1982207	HGNC:12766	NSD2	110814
ENSG00000109686	40.89	protein_coding	151102751	151409365	HGNC:30418	SH3D19	306614
ENSG00000109689	36.6	protein_coding	26857601	27025381	HGNC:19205	STIM2	167780
ENSG00000109736	67.43	protein_coding	2930561	2934834	HGNC:16894	MFSD10	4273
ENSG00000109756	36.75	protein_coding	159103013	159360174	HGNC:16854	RAPGEF2	257161
ENSG00000109762	41.36	protein_coding	185204237	185370185	HGNC:21883	SNX25	165948
ENSG00000109771	40.8	protein_coding	185363872	185395924	HGNC:25434	LRP2BP	32052
ENSG00000109775	38.42	protein_coding	185399537	185425979	HGNC:25640	UFSP2	26442
ENSG00000109787	41.85	protein_coding	38664197	38701517	HGNC:16516	KLF3	37320
ENSG00000109790	36.93	protein_coding	39045039	39126857	HGNC:6356	KLHL5	81818
ENSG00000109805	35.36	protein_coding	17810979	17844865	HGNC:24304	NCAPG	33886
ENSG00000109854	42.5	protein_coding	20363685	20383782	HGNC:16637	HTATIP2	20097
ENSG00000109861	37.69	protein_coding	88265069	88359684	HGNC:2528	CTSC	94615
ENSG00000109881	37.32	protein_coding	27330827	27363234	HGNC:25079	CCDC34	32407
ENSG00000109911	35.79	protein_coding	31509755	31790324	HGNC:1171	ELP4	280569
ENSG00000109917	44.5	protein_coding	116773799	116788039	HGNC:13051	ZPR1	14240
ENSG00000109919	43.44	protein_coding	47617315	47642607	HGNC:17587	MTCH2	25292
ENSG00000109920	43.42	protein_coding	47716494	47767443	HGNC:19752	FNBP4	50949
ENSG00000109929	38.3	protein_coding	121292681	121313410	HGNC:10547	SC5D	20729
ENSG00000109971	49.25	protein_coding	123057489	123063230	HGNC:5241	HSPA8	5741
ENSG00000110002	39.28	protein_coding	124115404	124147721	HGNC:6658	VWA5A	32317
ENSG00000110011	58.22	protein_coding	64230278	64234286	HGNC:5271	DNAJC4	4008
ENSG00000110013	40.66	protein_coding	124633113	124695707	HGNC:18187	SIAE	62594
ENSG00000110031	38.55	protein_coding	58526871	58578220	HGNC:14061	LPXN	51349
ENSG00000110046	60.32	protein_coding	64894546	64917209	HGNC:29028	ATG2A	22663
ENSG00000110047	54.84	protein_coding	64851642	64888296	HGNC:3242	EHD1	36654
ENSG00000110048	42.65	protein_coding	59574398	59615774	HGNC:8503	OSBP	41376
ENSG00000110057	58.6	protein_coding	67991100	68004982	HGNC:13481	UNC93B1	13882
ENSG00000110060	40.24	protein_coding	125893485	125903221	HGNC:25461	PUS3	9736
ENSG00000110063	49.44	protein_coding	126304060	126350005	HGNC:29812	DCPS	45945
ENSG00000110066	42.5	protein_coding	68154863	68213852	HGNC:24283	KMT5B	58989
ENSG00000110074	51.12	protein_coding	126269024	126278131	HGNC:26927	FOXRED1	9107
ENSG00000110075	41.89	protein_coding	68460731	68615334	HGNC:1173	PPP6R3	154603
ENSG00000110090	50.04	protein_coding	68754620	68844410	HGNC:2328	CPT1A	89790
ENSG00000110104	54.7	protein_coding	60842113	60851081	HGNC:28359	CCDC86	8968
ENSG00000110107	46.54	protein_coding	60890547	60906585	HGNC:17896	PRPF19	16038
ENSG00000110108	51.12	protein_coding	60913907	60923443	HGNC:28771	TMEM109	9536
ENSG00000110171	48.68	protein_coding	6448613	6474459	HGNC:10064	TRIM3	25846
ENSG00000110172	35.44	protein_coding	90200429	90223077	HGNC:14525	CHORDC1	22648
ENSG00000110200	52.32	protein_coding	72106378	72112780	HGNC:24531	ANAPC15	6402
ENSG00000110218	43.15	protein_coding	94128841	94181968	HGNC:8599	PANX1	53127
ENSG00000110237	55.26	protein_coding	73308276	73369388	HGNC:21726	ARHGEF17	61112
ENSG00000110274	47.97	protein_coding	117314557	117413266	HGNC:29182	CEP164	98709
ENSG00000110315	36.1	protein_coding	10511673	10541230	HGNC:21159	RNF141	29557
ENSG00000110321	41.39	protein_coding	10797050	10808940	HGNC:3297	EIF4G2	11890
ENSG00000110328	46.35	protein_coding	11270877	11622005	HGNC:30488	GALNT18	351128
ENSG00000110344	40.54	protein_coding	118359600	118399211	HGNC:12499	UBE4A	39611
ENSG00000110367	41.56	protein_coding	118747763	118791164	HGNC:2747	DDX6	43401
ENSG00000110395	42.19	protein_coding	119206298	119313926	HGNC:1541	CBL	107628
ENSG00000110400	54.86	protein_coding	119623408	119729200	HGNC:9706	NECTIN1	105792
ENSG00000110422	38.83	protein_coding	33256672	33357023	HGNC:4915	HIPK3	100351
ENSG00000110429	37.03	protein_coding	33740939	33774543	HGNC:13582	FBXO3	33604
ENSG00000110435	36.68	protein_coding	34915829	35020591	HGNC:21350	PDHX	104762
ENSG00000110442	42.17	protein_coding	36269284	36289449	HGNC:25014	COMMD9	20165
ENSG00000110446	52.91	protein_coding	60937060	60952653	HGNC:18068	SLC15A3	15593
ENSG00000110455	49.01	protein_coding	44065925	44084237	HGNC:23989	ACCS	18312
ENSG00000110492	66.26	protein_coding	46380756	46383837	HGNC:6972	MDK	3081
ENSG00000110497	43.63	protein_coding	46396414	46594125	HGNC:25990	AMBRA1	197711
ENSG00000110514	47.1	protein_coding	47269161	47330031	HGNC:6766	MADD	60870
ENSG00000110536	47.83	protein_coding	47565430	47573461	HGNC:26965	PTPMT1	8031
ENSG00000110583	50.29	protein_coding	63938959	63957319	HGNC:25845	NAA40	18360
ENSG00000110619	52.02	protein_coding	3000922	3057613	HGNC:1493	CARS1	56691
ENSG00000110628	61.48	protein_coding	2899721	2925246	HGNC:10964	SLC22A18	25525
ENSG00000110651	63.21	protein_coding	2376177	2397802	HGNC:1701	CD81	21625
ENSG00000110696	38.18	protein_coding	16613132	16758340	HGNC:16990	C11orf58	145208
ENSG00000110697	62.46	protein_coding	67491760	67506263	HGNC:9003	PITPNM1	14503
ENSG00000110700	46.06	protein_coding	17074388	17077715	HGNC:10386	RPS13	3327
ENSG00000110711	52.61	protein_coding	67468174	67491154	HGNC:358	AIP	22980
ENSG00000110713	41.69	protein_coding	3671083	3797792	HGNC:8068	NUP98	126709
ENSG00000110717	57.63	protein_coding	68030617	68036644	HGNC:7715	NDUFS8	6027
ENSG00000110719	63.64	protein_coding	68039025	68050895	HGNC:11647	TCIRG1	11870
ENSG00000110723	41.4	protein_coding	108505435	108593768	HGNC:30578	EXPH5	88333
